date,core,external,core_spy,external_spy
2006-04-10,0.0,0.0,0.0010793308148946412,0.0010793308148946412
2006-04-11,0.0,0.0,-0.008317289179822773,-0.008317289179822773
2006-04-12,0.0,0.0,-0.0013978411120603162,-0.0013978411120603162
2006-04-13,0.0,0.0,0.001555330896648277,0.001555330896648277
2006-04-17,0.0,0.0,0.0012423324792296686,0.0012423324792296686
2006-04-18,0.0,0.0,0.01372625048468401,0.01372625048468401
2006-04-19,0.0,0.0,0.0021419828641371375,0.0021419828641371375
2006-04-20,0.0,0.0,0.005572519083969496,0.005572519083969496
2006-04-21,0.0,0.0,-0.006073028163667948,-0.006073028163667948
2006-04-24,0.0,0.0,0.000840143588176856,0.000840143588176856
2006-04-25,0.0,0.0,-0.004120879120879106,-0.004120879120879106
2006-04-26,0.0,0.0,-0.0045977011494252595,-0.0045977011494252595
2006-04-27,0.0,0.0,0.006851424172440224,0.006851424172440224
2006-04-28,0.0,0.0,0.00519917424879579,0.00519917424879579
2006-05-01,0.0,0.0,-0.0034988970867879665,-0.0034988970867879665
2006-05-02,0.0,0.0,0.0016029310739638092,0.0016029310739638092
2006-05-03,0.0,0.0,-0.0010669105319309757,-0.0010669105319309757
2006-05-04,0.0,0.0,0.007400061031431093,0.007400061031431093
2006-05-05,0.0,0.0,0.003483528966300442,0.003483528966300442
2006-05-08,0.0,0.0,-0.0006791940230925775,-0.0006791940230925775
2006-05-09,0.0,0.0,-7.551729346011449e-05,-7.551729346011449e-05
2006-05-10,0.0,0.0,0.000755229967525084,0.000755229967525084
2006-05-11,0.0,0.0,-0.015319598520866395,-0.015319598520866395
2006-05-12,0.0,0.0,-0.012952176578786001,-0.012952176578786001
2006-05-15,0.0,0.0,0.007531640655330296,0.007531640655330296
2006-05-16,0.0,0.0,-0.008400123304562301,-0.008400123304562301
2006-05-17,0.0,0.0,-0.010025647003963578,-0.010025647003963578
2006-05-18,0.0,0.0,-0.004003768252472839,-0.004003768252472839
2006-05-19,0.0,0.0,-0.004650429573579307,-0.004650429573579307
2006-05-22,0.0,0.0,0.007127019322141326,0.007127019322141326
2006-05-23,0.0,0.0,-0.011794307281019045,-0.011794307281019045
2006-05-24,0.0,0.0,0.009866327180140022,0.009866327180140022
2006-05-25,0.0,0.0,0.008509297195083532,0.008509297195083532
2006-05-26,0.0,0.0,-0.00023437500000000888,-0.00023437500000000888
2006-05-30,0.0,0.0,-0.010861920762678778,-0.010861920762678778
2006-05-31,0.0,0.0,0.006320113762047663,0.006320113762047663
2006-06-01,0.0,0.0,0.014680483592400817,0.014680483592400817
2006-06-02,0.0,0.0,-0.003558994197292109,-0.003558994197292109
2006-06-05,0.0,0.0,-0.012268033232393782,-0.012268033232393782
2006-06-06,0.0,0.0,-0.002358305164688268,-0.002358305164688268
2006-06-07,0.0,0.0,-0.010479867622724792,-0.010479867622724792
2006-06-08,0.0,0.0,0.006211180124223503,0.006211180124223503
2006-06-09,0.0,0.0,-0.003798670465337217,-0.003798670465337217
2006-06-12,0.0,0.0,-0.01668255481410863,-0.01668255481410863
2006-06-13,0.0,0.0,-0.00759411859751169,-0.00759411859751169
2006-06-14,0.0,0.0,0.008791924454575106,0.008791924454575106
2006-06-15,0.0,0.0,0.010248547449967615,0.010248547449967615
2006-06-16,0.0,0.0,0.0016774502755811938,0.0016774502755811938
2006-06-19,0.0,0.0,-0.011084529505582141,-0.011084529505582141
2006-06-20,0.0,0.0,-8.063865817276028e-05,-8.063865817276028e-05
2006-06-21,0.0,0.0,0.007661290322580561,0.007661290322580561
2006-06-22,0.0,0.0,-0.004961984793917629,-0.004961984793917629
2006-06-23,0.0,0.0,0.0016890533258264728,0.0016890533258264728
2006-06-26,0.0,0.0,0.0037738879074995513,0.0037738879074995513
2006-06-27,0.0,0.0,-0.00655947524198075,-0.00655947524198075
2006-06-28,0.0,0.0,0.008132699895321727,0.008132699895321727
2006-06-29,0.0,0.0,0.0181309904153355,0.0181309904153355
2006-06-30,0.0,0.0,-0.00031379932533137644,-0.00031379932533137644
2006-07-03,0.0,0.0,-0.0010986423919014943,-0.0010986423919014943
2006-07-05,0.0,0.0,-0.0007070469007778302,-0.0007070469007778302
2006-07-06,0.0,0.0,-7.861635220129948e-05,-7.861635220129948e-05
2006-07-07,0.0,0.0,-0.001965563330450504,-0.001965563330450504
2006-07-10,0.0,0.0,-0.0025996533795493715,-0.0025996533795493715
2006-07-11,0.0,0.0,0.00473896216728531,0.00473896216728531
2006-07-12,0.0,0.0,-0.013442339438723305,-0.013442339438723305
2006-07-13,0.0,0.0,-0.010677290836653364,-0.010677290836653364
2006-07-14,0.0,0.0,-0.005315721649484462,-0.005315721649484462
2006-07-17,0.0,0.0,0.001943319838056734,0.001943319838056734
2006-07-18,0.0,0.0,0.0035558428963957667,0.0035558428963957667
2006-07-19,0.0,0.0,0.01554195522628432,0.01554195522628432
2006-07-20,0.0,0.0,-0.007612401871382124,-0.007612401871382124
2006-07-21,0.0,0.0,-0.005673192169396768,-0.005673192169396768
2006-07-24,0.0,0.0,0.01237544198007079,0.01237544198007079
2006-07-25,0.0,0.0,0.0048420384187966015,0.0048420384187966015
2006-07-26,0.0,0.0,0.005845643415751667,0.005845643415751667
2006-07-27,0.0,0.0,-0.002670226969292422,-0.002670226969292422
2006-07-28,0.0,0.0,0.00527600598472322,0.00527600598472322
2006-07-31,0.0,0.0,-0.002506658311138943,-0.002506658311138943
2006-08-01,0.0,0.0,0.0018847180775876105,0.0018847180775876105
2006-08-02,0.0,0.0,-0.001959554789151885,-0.001959554789151885
2006-08-03,0.0,0.0,0.013586743108458421,0.013586743108458421
2006-08-04,0.0,0.0,-0.008988067565473434,-0.008988067565473434
2006-08-07,0.0,0.0,0.0014855355746676846,0.0014855355746676846
2006-08-08,0.0,0.0,0.0008587711765164485,0.0008587711765164485
2006-08-09,0.0,0.0,-0.013026521060842344,-0.013026521060842344
2006-08-10,0.0,0.0,0.005058088990753218,0.005058088990753218
2006-08-11,0.0,0.0,0.0036172053157190742,0.0036172053157190742
2006-08-14,0.0,0.0,0.004544386116116961,0.004544386116116961
2006-08-15,0.0,0.0,0.008657671008501566,0.008657671008501566
2006-08-16,0.0,0.0,0.002010516548097918,0.002010516548097918
2006-08-17,0.0,0.0,0.004707516592066474,0.004707516592066474
2006-08-18,0.0,0.0,-7.681081496269115e-05,-7.681081496269115e-05
2006-08-21,0.0,0.0,-0.0018436011676141728,-0.0018436011676141728
2006-08-22,0.0,0.0,0.0018470063106048595,0.0018470063106048595
2006-08-23,0.0,0.0,-0.0014595175910278035,-0.0014595175910278035
2006-08-24,0.0,0.0,-0.002692514808831592,-0.002692514808831592
2006-08-25,0.0,0.0,7.71366862080125e-05,7.71366862080125e-05
2006-08-28,0.0,0.0,0.006478981874276979,0.006478981874276979
2006-08-29,0.0,0.0,0.002912100544103069,0.002912100544103069
2006-08-30,0.0,0.0,-0.00015282341254685416,-0.00015282341254685416
2006-08-31,0.0,0.0,0.0022162781811234655,0.0022162781811234655
2006-09-01,0.0,0.0,0.0028214122312033574,0.0028214122312033574
2006-09-05,0.0,0.0,-0.003041593795148456,-0.003041593795148456
2006-09-06,0.0,0.0,-0.008008542445275046,-0.008008542445275046
2006-09-07,0.0,0.0,0.00015377518068593332,0.00015377518068593332
2006-09-08,0.0,0.0,-0.001691266912669076,-0.001691266912669076
2006-09-11,0.0,0.0,0.005390420452795253,0.005390420452795253
2006-09-12,0.0,0.0,0.008272058823529216,0.008272058823529216
2006-09-13,0.0,0.0,0.0024308720753571933,0.0024308720753571933
2006-09-14,0.0,0.0,0.0026523188845104517,0.0026523188845104517
2006-09-15,0.0,0.0,-0.003930164008767334,-0.003930164008767334
2006-09-18,0.0,0.0,0.00250398361028914,0.00250398361028914
2006-09-19,0.0,0.0,0.0009839539812290798,0.0009839539812290798
2006-09-20,0.0,0.0,0.002722117202268448,0.002722117202268448
2006-09-21,0.0,0.0,-0.00708845486765719,-0.00708845486765719
2006-09-22,0.0,0.0,0.0004556846662109315,0.0004556846662109315
2006-09-25,0.0,0.0,0.005845289607530724,0.005845289607530724
2006-09-26,0.0,0.0,0.007471698113207692,0.007471698113207692
2006-09-27,0.0,0.0,0.0018727994606337894,0.0018727994606337894
2006-09-28,0.0,0.0,0.0004486316733962603,0.0004486316733962603
2006-09-29,0.0,0.0,-0.0019431988041854753,-0.0019431988041854753
2006-10-02,0.0,0.0,-0.004867455444061752,-0.004867455444061752
2006-10-03,0.0,0.0,0.0025585070358944417,0.0025585070358944417
2006-10-04,0.0,0.0,0.012684830743826536,0.012684830743826536
2006-10-05,0.0,0.0,0.0002223539875481073,0.0002223539875481073
2006-10-06,0.0,0.0,-0.0007410151908113782,-0.0007410151908113782
2006-10-09,0.0,0.0,0.0019280682239526392,0.0019280682239526392
2006-10-10,0.0,0.0,-0.0019983716971357923,-0.0019983716971357923
2006-10-11,0.0,0.0,0.004523880154256865,0.004523880154256865
2006-10-12,0.0,0.0,0.0052417866371354815,0.0052417866371354815
2006-10-13,0.0,0.0,0.002643948296122245,0.002643948296122245
2006-10-16,0.0,0.0,-0.0003662467037797157,-0.0003662467037797157
2006-10-17,0.0,0.0,0.004176742141129841,0.004176742141129841
2006-10-18,0.0,0.0,-0.004743140688850067,-0.004743140688850067
2006-10-19,0.0,0.0,0.0030794046484348137,0.0030794046484348137
2006-10-20,0.0,0.0,-0.0018273518017688506,-0.0018273518017688506
2006-10-23,0.0,0.0,0.005272407732864748,0.005272407732864748
2006-10-24,0.0,0.0,0.00335081585081598,0.00335081585081598
2006-10-25,0.0,0.0,0.0066792507623056885,0.0066792507623056885
2006-10-26,0.0,0.0,-0.00036059425933931966,-0.00036059425933931966
2006-10-27,0.0,0.0,-0.006853762354808612,-0.006853762354808612
2006-10-30,0.0,0.0,0.00297835246258904,0.00297835246258904
2006-10-31,0.0,0.0,0.0010864054465127282,0.0010864054465127282
2006-11-01,0.0,0.0,-0.01237158153668072,-0.01237158153668072
2006-11-02,0.0,0.0,0.005567357702732645,0.005567357702732645
2006-11-03,0.0,0.0,,-0.0022583230130399645
2006-11-04,0.0,,,
2006-11-06,0.0,0.0,0.00905373831775691,0.00905373831775691
2006-11-07,0.0,0.0,-0.0014471780028942893,-0.0014471780028942893
2006-11-08,0.0,0.0,0.007318840579709995,0.007318840579709995
2006-11-09,0.0,0.0,-0.0062585425508956405,-0.0062585425508956405
2006-11-10,0.0,0.0,,0.00028956131460855516
2006-11-11,0.0,,,
2006-11-13,0.0,0.0,0.005717180489216878,0.005717180489216878
2006-11-14,0.0,0.0,0.004317478592501978,0.004317478592501978
2006-11-15,0.0,0.0,0.006233431253134691,0.006233431253134691
2006-11-16,0.0,0.0,-0.003631444033038944,-0.003631444033038944
2006-11-17,0.0,0.0,,0.002644179232473398
2006-11-18,0.0,,,
2006-11-20,0.0,0.0,0.0013542409123306065,0.0013542409123306065
2006-11-21,0.0,0.0,0.0018506655277954476,0.0018506655277954476
2006-11-22,0.0,0.0,,-0.0036234458259324365
2006-11-23,0.0,,,
2006-11-24,0.0,0.0,0.0002852253280090089,0.0002852253280090089
2006-11-27,0.0,0.0,-0.014542343883661157,-0.014542343883661157
2006-11-28,0.0,0.0,0.00889756944444442,0.00889756944444442
2006-11-29,0.0,0.0,0.006954900695490096,0.006954900695490096
2006-11-30,0.0,0.0,0.0006408430646540619,0.0006408430646540619
2006-12-01,0.0,0.0,,-0.0019924571265922397
2006-12-02,0.0,,,
2006-12-04,0.0,0.0,0.00934046345811046,0.00934046345811046
2006-12-05,0.0,0.0,0.002189884148064536,0.002189884148064536
2006-12-06,0.0,0.0,0.0011277930499753452,0.0011277930499753452
2006-12-07,0.0,0.0,-0.006336689431810205,-0.006336689431810205
2006-12-08,0.0,0.0,,0.0020548430525046957
2006-12-09,0.0,,,
2006-12-11,0.0,0.0,0.0019092066185830703,0.0019092066185830703
2006-12-12,0.0,0.0,0.003811136989201769,0.003811136989201769
2006-12-13,0.0,0.0,-0.002601420234830787,-0.002601420234830787
2006-12-14,0.0,0.0,0.005498378683208571,0.005498378683208571
2006-12-15,0.0,0.0,,-0.0007010656197419252
2006-12-16,0.0,,,
2006-12-18,0.0,0.0,-0.006945418829802041,-0.006945418829802041
2006-12-19,0.0,0.0,0.005157188272695068,0.005157188272695068
2006-12-20,0.0,0.0,-7.028394714636566e-05,-7.028394714636566e-05
2006-12-21,0.0,0.0,-0.0044281999015957085,-0.0044281999015957085
2006-12-22,0.0,0.0,,-0.005859926574413921
2006-12-23,0.0,,,
2006-12-26,0.0,0.0,0.00752787444073566,0.00752787444073566
2006-12-27,0.0,0.0,0.003806301543666679,0.003806301543666679
2006-12-28,0.0,0.0,-0.002176813426023494,-0.002176813426023494
2006-12-29,0.0,0.0,,0.001055594651653724
2006-12-30,0.0,,,
2007-01-03,0.0,0.0,-0.007170474516696057,-0.007170474516696057
2007-01-04,0.0,0.0,0.0007080648587411975,0.0007080648587411975
2007-01-05,0.0,0.0,,-0.0036085756739546726
2007-01-06,0.0,,,
2007-01-08,0.0,0.0,0.003479619372248388,0.003479619372248388
2007-01-09,0.0,0.0,-0.0051659472082654645,-0.0051659472082654645
2007-01-10,0.0,0.0,0.006971119647176005,0.006971119647176005
2007-01-11,0.0,0.0,0.00395591975134213,0.00395591975134213
2007-01-12,0.0,0.0,,0.006684491978609541
2007-01-13,0.0,,,
2007-01-16,0.0,0.0,-0.0015377088138672779,-0.0015377088138672779
2007-01-17,0.0,0.0,0.0022401120056001478,0.0022401120056001478
2007-01-18,0.0,0.0,-0.004400363204581925,-0.004400363204581925
2007-01-19,0.0,0.0,,0.0037182545250455945
2007-01-20,0.0,,,
2007-01-22,0.0,0.0,-0.005661564269238806,-0.005661564269238806
2007-01-23,0.0,0.0,0.004990861802333768,0.004990861802333768
2007-01-24,0.0,0.0,0.006085192697768749,0.006085192697768749
2007-01-25,0.0,0.0,-0.008829254727475089,-0.008829254727475089
2007-01-26,0.0,0.0,,-0.002665357368310306
2007-01-27,0.0,,,
2007-01-29,0.0,0.0,0.0011252549405724732,0.0011252549405724732
2007-01-30,0.0,0.0,0.0019669827889006175,0.0019669827889006175
2007-01-31,0.0,0.0,0.010656944541821645,0.010656944541821645
2007-02-01,0.0,0.0,0.0040235865417965755,0.0040235865417965755
2007-02-02,0.0,0.0,,-0.00020728252608304132
2007-02-03,0.0,,,
2007-02-05,0.0,0.0,0.0018659295093297334,0.0018659295093297334
2007-02-06,0.0,0.0,0.0010346968338277307,0.0010346968338277307
2007-02-07,0.0,0.0,-0.0023428886438809915,-0.0023428886438809915
2007-02-08,0.0,0.0,0.0019339687802182315,0.0019339687802182315
2007-02-09,0.0,0.0,,-0.007720943058044938
2007-02-10,0.0,,,
2007-02-12,0.0,0.0,-0.0011810476587466034,-0.0011810476587466034
2007-02-13,0.0,0.0,0.00716422063017319,0.00716422063017319
2007-02-14,0.0,0.0,0.006008287292817549,0.006008287292817549
2007-02-15,0.0,0.0,-0.0015789112377290193,-0.0015789112377290193
2007-02-16,0.0,0.0,,0.0008250825082507518
2007-02-17,0.0,,,
2007-02-20,0.0,0.0,0.00034350096180268963,0.00034350096180268963
2007-02-21,0.0,0.0,0.003021770482796393,0.003021770482796393
2007-02-22,0.0,0.0,-0.0021225607668606816,-0.0021225607668606816
2007-02-23,0.0,0.0,,0.00061753808151499
2007-02-24,0.0,,,
2007-02-26,0.0,0.0,-0.013371734211067743,-0.013371734211067743
2007-02-27,0.0,0.0,-0.024256324715040356,-0.024256324715040356
2007-02-28,0.0,0.0,-0.007479165182705194,-0.007479165182705194
2007-03-01,0.0,0.0,0.00509544997846989,0.00509544997846989
2007-03-02,0.0,0.0,,-0.015137450910389205
2007-03-03,0.0,,,
2007-03-05,0.0,0.0,0.006162546219096621,0.006162546219096621
2007-03-06,0.0,0.0,0.006917423259835687,0.006917423259835687
2007-03-07,0.0,0.0,0.005724917704307941,0.005724917704307941
2007-03-08,0.0,0.0,0.005478867226412554,0.005478867226412554
2007-03-09,0.0,0.0,,-0.00629820961007721
2007-03-10,0.0,,,
2007-03-12,0.0,0.0,-0.0012818686796750578,-0.0012818686796750578
2007-03-13,0.0,0.0,-0.012906446092412982,-0.012906446092412982
2007-03-14,0.0,0.0,0.004551036625008997,0.004551036625008997
2007-03-15,0.0,0.0,0.0017977851287214186,0.0017977851287214186
2007-03-16,0.0,0.0,-0.0003589117794846608,-0.0003589117794846608
2007-03-19,0.0,0.0,0.00588826655177388,0.00588826655177388
2007-03-20,0.0,0.0,0.007281553398058138,0.007281553398058138
2007-03-21,0.0,0.0,0.016796598157335252,0.016796598157335252
2007-03-22,0.0,0.0,-0.0013243186728932876,-0.0013243186728932876
2007-03-23,0.0,0.0,0.0015354550530430888,0.0015354550530430888
2007-03-26,0.0,0.0,-0.002648083623693398,-0.002648083623693398
2007-03-27,0.0,0.0,-0.006218557853549522,-0.006218557853549522
2007-03-28,0.0,0.0,0.002179568304858437,0.002179568304858437
2007-03-29,0.0,0.0,-0.002595762592956352,-0.002595762592956352
2007-03-30,0.0,0.0,-7.033832735447998e-05,-7.033832735447998e-05
2007-04-02,0.0,0.0,0.005697805289814228,0.005697805289814228
2007-04-03,0.0,0.0,0.005036021542980995,0.005036021542980995
2007-04-04,0.0,0.0,-0.00013918853086514194,-0.00013918853086514194
2007-04-05,0.0,0.0,0.00640356372241957,0.00640356372241957
2007-04-09,0.0,0.0,-0.0017981879798049105,-0.0017981879798049105
2007-04-10,0.0,0.0,0.0033949975750016126,0.0033949975750016126
2007-04-11,0.0,0.0,-0.007457533489849344,-0.007457533489849344
2007-04-12,0.0,0.0,0.008070126617503837,0.008070126617503837
2007-04-13,0.0,0.0,0.006694271911663163,0.006694271911663163
2007-04-16,0.0,0.0,0.007540961129772983,0.007540961129772983
2007-04-17,0.0,0.0,-0.0025175205824318203,-0.0025175205824318203
2007-04-18,0.0,0.0,-0.0003410641200544129,-0.0003410641200544129
2007-04-19,0.0,0.0,0.01139542818150785,0.01139542818150785
2007-04-20,0.0,0.0,0.0010120091755498883,0.0010120091755498883
2007-04-23,0.0,0.0,-0.000943586978499833,-0.000943586978499833
2007-04-24,0.0,0.0,0.003373136342170957,0.003373136342170957
2007-04-25,0.0,0.0,0.005109930746991287,0.005109930746991287
2007-04-26,0.0,0.0,-0.0030771289049434936,-0.0030771289049434936
2007-04-27,0.0,0.0,0.004093135610279797,0.004093135610279797
2007-04-30,0.0,0.0,-0.007484629778134022,-0.007484629778134022
2007-05-01,0.0,0.0,0.002558577969296927,0.002558577969296927
2007-05-02,0.0,0.0,0.007186030893216788,0.007186030893216788
2007-05-03,0.0,0.0,0.005201040208041574,0.005201040208041574
2007-05-04,0.0,0.0,0.0008623548922055413,0.0008623548922055413
2007-05-07,0.0,0.0,-0.0021208907741251393,-0.0021208907741251393
2007-05-08,0.0,0.0,0.0005313496280552332,0.0005313496280552332
2007-05-09,0.0,0.0,0.0005974508762613961,0.0005974508762613961
2007-05-10,0.0,0.0,-0.006501691766735207,-0.006501691766735207
2007-05-11,0.0,0.0,0.007412353923205384,0.007412353923205384
2007-05-14,0.0,0.0,-0.001060585973750694,-0.001060585973750694
2007-05-15,0.0,0.0,0.0006635700066357497,0.0006635700066357497
2007-05-16,0.0,0.0,0.0038461538461538325,0.0038461538461538325
2007-05-17,0.0,0.0,0.0036992997753997336,0.0036992997753997336
2007-05-18,0.0,0.0,0.004212189021982393,0.004212189021982393
2007-05-21,0.0,0.0,0.0007864726700745894,0.0007864726700745894
2007-05-22,0.0,0.0,0.0016371971185331624,0.0016371971185331624
2007-05-23,0.0,0.0,-0.0027459954233408634,-0.0027459954233408634
2007-05-24,0.0,0.0,-0.006818330820166474,-0.006818330820166474
2007-05-25,0.0,0.0,0.002970493101854821,0.002970493101854821
2007-05-29,0.0,0.0,-0.003159141766486684,-0.003159141766486684
2007-05-30,0.0,0.0,0.01452528720454227,0.01452528720454227
2007-05-31,0.0,0.0,0.0014317323961994255,0.0014317323961994255
2007-06-01,0.0,0.0,-0.0022095139069404635,-0.0022095139069404635
2007-06-04,0.0,0.0,0.0011723329425556983,0.0011723329425556983
2007-06-05,0.0,0.0,-0.005269320843091396,-0.005269320843091396
2007-06-06,0.0,0.0,-0.008828722778104758,-0.008828722778104758
2007-06-07,0.0,0.0,-0.01411982053312233,-0.01411982053312233
2007-06-08,0.0,0.0,0.01010574220318583,0.01010574220318583
2007-06-11,0.0,0.0,-0.0017226528854437095,-0.0017226528854437095
2007-06-12,0.0,0.0,-0.0015265149001127964,-0.0015265149001127964
2007-06-13,0.0,0.0,0.010901356022334552,0.010901356022334552
2007-06-14,0.0,0.0,0.0076275644397685305,0.0076275644397685305
2007-06-15,0.0,0.0,0.000783085356303781,0.000783085356303781
2007-06-18,0.0,0.0,-0.0046948356807513525,-0.0046948356807513525
2007-06-19,0.0,0.0,0.006158280922432091,0.006158280922432091
2007-06-20,0.0,0.0,-0.016278161218908682,-0.016278161218908682
2007-06-21,0.0,0.0,0.002912364310299065,0.002912364310299065
2007-06-22,0.0,0.0,-0.008447729672650506,-0.008447729672650506
2007-06-25,0.0,0.0,-0.00019968051118213204,-0.00019968051118213204
2007-06-26,0.0,0.0,-0.013114972372012534,-0.013114972372012534
2007-06-27,0.0,0.0,0.014436049649217297,0.014436049649217297
2007-06-28,0.0,0.0,0.002992419204681518,0.002992419204681518
2007-06-29,0.0,0.0,0.000265199230922164,0.000265199230922164
2007-07-02,0.0,0.0,0.008682972095181318,0.008682972095181318
2007-07-03,0.0,0.0,0.0016427914311998304,0.0016427914311998304
2007-07-05,0.0,0.0,-0.0003280194187497143,-0.0003280194187497143
2007-07-06,0.0,0.0,0.005118781992387467,0.005118781992387467
2007-07-09,0.0,0.0,-0.005876207887176799,-0.005876207887176799
2007-07-10,0.0,0.0,-0.009917246814659109,-0.009917246814659109
2007-07-11,0.0,0.0,0.010746268656716351,0.010746268656716351
2007-07-12,0.0,0.0,0.014438537769902116,0.014438537769902116
2007-07-13,0.0,0.0,0.002717215501067516,0.002717215501067516
2007-07-16,0.0,0.0,0.0001290405832632402,0.0001290405832632402
2007-07-17,0.0,0.0,-0.004515837687890989,-0.004515837687890989
2007-07-18,0.0,0.0,0.005702806039789898,0.005702806039789898
2007-07-19,0.0,0.0,-0.0019331142470521145,-0.0019331142470521145
2007-07-20,0.0,0.0,-0.003938278778487847,-0.003938278778487847
2007-07-23,0.0,0.0,-0.007518796992481147,-0.007518796992481147
2007-07-24,0.0,0.0,-0.007183908045977017,-0.007183908045977017
2007-07-25,0.0,0.0,-0.012037889751348563,-0.012037889751348563
2007-07-26,0.0,0.0,-0.013183301151874272,-0.013183301151874272
2007-07-27,0.0,0.0,-0.015383577356453682,-0.015383577356453682
2007-07-30,0.0,0.0,0.0163777153429725,0.0163777153429725
2007-07-31,0.0,0.0,-0.020968176914778813,-0.020968176914778813
2007-08-01,0.0,0.0,0.0107430617726052,0.0107430617726052
2007-08-02,0.0,0.0,0.003474824555426803,0.003474824555426803
2007-08-03,0.0,0.0,-0.020844649646931,-0.020844649646931
2007-08-06,0.0,0.0,0.011996394147423928,0.011996394147423928
